target	offset_start	offset_end	context	sense	comments		
underground	56	67	"The larva grows to about 120-130 mm , and pupates in an underground chamber ."	BELOW EARTH | The Earth & outer space - general words ['underground']	-		
unit	35	39	"#21-8 Placed in the intensive care unit, in December he began rehabilitation therapy."	HOSPITAL DEPARTMENT | Medical places & organizations ['unit']	MWE | intensive care unit		
unit	65	69	#22-3 Abdul Kalam was taken to Bethany Hospital's intensive care unit and was declared dead about an hour and a half later.	HOSPITAL DEPARTMENT | Medical places & organizations ['unit']	MWE | intensive care unit		
unit	90	94	"#28-20 Tuesday, Conley was allowed to speak to reporters at an administrative segregation unit of the Harris County Jail."	SEPARATE PART | Words meaning parts of things ['unit']	MWE | administrative segregation unit 		
unit	78	82	The stretch of DNA transcribed into an RNA molecule is called a transcription unit and encodes at least one gene .	SEPARATE PART | Words meaning parts of things ['unit']	MWE | transcription unit 		
units	76	81	"#28-6 After upwards of an hour, with the house surrounded by special police units, the suspect was talked out of the house."	PEOPLE | Groups of people ['unit']	MWE | police unit		
units	75	80	"Its strategic location and the terrain has helped deserters from disparate units mount raids against army buses and roadblocks manned by Military Intelligence and pro-Assad militia, opposition activists said."	PEOPLE | Groups of people ['unit']	-		
units	142	147	"He said among those killed was Ahmad Ayoub, an FSA commander whose fighters were battling the army forces which he said were made up of elite units and members of Military Intelligence."	PEOPLE | Groups of people ['unit']	-		
units	202	207	"#34-6 ""Foolhardy provocation deserves harsh punishment,"" it added; and, later, ""Kim Jong-un issued an order of the supreme commander of the Korean People’s Army [KPA] that the front-line large combined units of the KPA should enter a wartime state to be fully battle ready to launch surprise operations."""	PEOPLE | Groups of people ['unit']	-		
units	319	324	"#9-24 In the wake of this year's riots, the Brazilian President Michel Temer announced to Reuters yesterday a plan, under joint cooperation of state and federal governments, to build nearly thirty prisons by 2018, including ""five maximum security prisons to house the most violent convicts,"" and to create intelligence units in effort to counter the influence of powerful inmates."	PEOPLE | Groups of people ['unit']	MWE | intelligence unit		
units	34	39	"In addition to the administrative units in the third level of the Palace is the presidential residence , a luxurious colonial-style apartment in which they live the President and his family ."	SEPARATE PART | Houses & homes ['unit']	-		
variety	23	30	"She wrote on a diverse variety of topics including women 's rights , Asian cultures , immigration , adoption , missionary work , and war ."	TYPE | Variety and mixtures ['variety']	-		
variety	57	64	"There are about 130 monumental buildings ( which hosts a variety of pictorial art and sculpture , mostly of religious inspired in a multi-faceted range of schools and styles ) and 5,000 properties registered in the municipal inventory of heritage properties ."	TYPE | Variety and mixtures ['variety']	-		
vessel	108	114	The Philippines has summoned China's ambassador in Manila after two Chinese ships blocked a Philippine Navy vessel from arresting Chinese fishermen in the South China Sea.	SHIP | Boats in general ['vessel']	-		
vessel	41	47	"In February 2007 , a New Zealand fishing vessel caught a colossal squid weighing 495 kg ( 1,091 lb ) and measuring around 10 m ( 33 ft ) off the coast of Antarctica ."	SHIP | Boats in general ['vessel']	-		
vessel	127	133	"The Philippines accused Chinese vessels of firing warning shots at Filipino fishermen, as well as harassing an oil exploration vessel."	SHIP | Boats in general ['vessel']	-		
vessel	182	188	"Initially, it said the inspection team reported that large amounts of illegally collected corals, giant clams and live sharks were found inside the compartments of the first fishing vessel that was boarded by the Navy team."	SHIP | Boats in general ['vessel']	-		
vessels	43	50	"The Philippine navy was sending additional vessels toward the shoal, which lies about 200 kilometers (124 miles) from the nearest Philippine coast, a Philippine navy official told The Associated Press."	SHIP | Boats in general ['vessel']	-		
vessels	66	73	"On Tuesday, Filipino sailors from the warship boarded the Chinese vessels for an inspection, discovering large amounts of illegally collected coral, giant clams and live sharks inside the first boat."	SHIP | Boats in general ['vessel']	-		
vessels	121	128	"The foreign affairs department statement said the Philippines' flagship warship, the Gregorio Del Pilar, found the eight vessels there on Sunday while patrolling the area."	SHIP | Boats in general ['vessel']	-		
vessels	66	73	"On Tuesday, Filipino sailors from the warship boarded the Chinese vessels for an inspection, discovering large amounts of illegally collected coral, giant clams and live sharks inside the first boat, the department said."	SHIP | Boats in general ['vessel']	-		
vessels	75	82	"The ships placed themselves between the Gregorio del Pilar and the fishing vessels, ""thus preventing the arrest of the erring Chinese fishermen"", the statement said."	SHIP | Boats in general ['vessel']	-		
vessels	94	101	"But on Tuesday, when the Gregorio del Pilar dispatched a boarding team to inspect the fishing vessels and collect photos and other evidence of their catch, two Chinese vessels showed up, including the government surveillance ship."	SHIP | Boats in general ['vessel']	-		
vessels	133	140	"The Philippine Department of Foreign Affairs said that on Sunday, a Philippine navy surveillance plane sighted eight Chinese fishing vessels anchored in a lagoon at Scarborough, prompting the military to deploy its largest warship, the BRP Gregorio del Pilar, which was recently acquired from the United States."	SHIP | Boats in general ['vessel']	-		
vessels	32	39	"The Philippines accused Chinese vessels of firing warning shots at Filipino fishermen, as well as harassing an oil exploration vessel."	SHIP | Boats in general ['vessel']	-		
vessels	168	175	"But on Tuesday, when the Gregorio del Pilar dispatched a boarding team to inspect the fishing vessels and collect photos and other evidence of their catch, two Chinese vessels showed up, including the government surveillance ship."	SHIP | Boats in general ['vessel']	-		
vessels	198	205	"Two Chinese maritime surveillance ships, identified as Zhonggou Haijian 75 and Zhonggou Haijian 84, later approached and positioned themselves between the Philippine warship and the Chinese fishing vessels ""thus preventing the arrests of the erring Chinese fishermen"", the statement said."	SHIP | Boats in general ['vessel']	-		
vessels	85	92	"The DFA said a Philippine Navy surveillance aircraft monitored eight Chinese fishing vessels anchored inside the Panatag (Scarborough) Shoal in the West Philippine Sea on Sunday, April 8."	SHIP | Boats in general ['vessel']	-		
vessels	22	29	"Eight Chinese fishing vessels were anchored off Scarborough Shoal, the Philippine government said on Wednesday, as Albert del Rosario, the country's foreign affairs secretary, called in Ma Keqing, the ambassador, for talks."	SHIP | Boats in general ['vessel']	-		
vessels	42	49	"Last year the Philippines accused Chinese vessels of intruding into other parts of what it considers Philippine territory near the South China Sea, including the Spratlys."	SHIP | Boats in general ['vessel']	-		
vessels	165	172	"The Philippine government said Wednesday it agreed with China to diplomatically resolve a tense standoff involving a Philippine warship and two Chinese surveillance vessels in the disputed South China Sea, the most dangerous confrontation between the sides in recent years."	SHIP | Boats in general ['vessel']	-		
vessels	228	235	"The Gregorio del Pilar reported two Chinese maritime surveillance ships identified as Zhonggou Haijian 75 and Zhonggou Haijian 84 sailed to the mouth of the Shoal, ""placing themselves between PF-15 and the eight Chinese fishing vessels, thus preventing the arrest of the erring  Chinese fishermen."""	SHIP | Boats in general ['vessel']	-		
vessels	183	190	The Philippines foreign secretary has said he and the Chinese ambassador have agreed to resolve diplomatically a stand-off involving a Philippine warship and two Chinese surveillance vessels in a disputed area of the South China Sea.	SHIP | Boats in general ['vessel']	-		
vessels	138	145	"Two Chinese maritime surveillance ships later approached and positioned themselves between the Philippine warship and the Chinese fishing vessels ""thus preventing the arrests of the erring Chinese fishermen,"" the Philippine statement said."	SHIP | Boats in general ['vessel']	MWE | fishing vessel		
vessels	98	105	"The standoff began Sunday when a Philippine navy surveillance plane spotted eight Chinese fishing vessels anchored in a lagoon at Scarborough, the Philippine Foreign Affairs Department said."	SHIP | Boats in general ['vessel']	-		
Ward	17	21	"#38-5 Parker and Ward were killed, while the interviewee, Vicki Gardner, was transported to hospital and underwent surgery for her injuries, later listed in stable condition."	NONE OF THESE OPTIONS	Named entity		
Ward	53	57	"#38-3 Reporter Alison Parker, 24, and cameraman Adam Ward, 27, were conducting an interview at a local outdoor shopping mall when a gunman opened fire at approximately 6:45 AM local time (1045 UTC)."	NONE OF THESE OPTIONS	Named entity		
